idPartido,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,Temporada,SCA90_visitante,GCA90_visitante,SCA90_local,GCA90_local,Pases Completados_visitante,Distancia Progresiva de Pase_visitante,Asistencias Esperadas_visitante,Centro al Punto Penal_visitante,Pases Progresivos_visitante,Pases Completados_local,Distancia Progresiva de Pase_local,Asistencias Esperadas_local,Centro al Punto Penal_local,Pases Progresivos_local,Derribos conseguidos_visitante,% Dribladores derribados_visitante,Desafios Perdidos_visitante,Disparos Bloqueados_visitante,Intercepciones_visitante,Errores_visitante,Derribos conseguidos_local,% Dribladores derribados_local,Desafios Perdidos_local,Disparos Bloqueados_local,Intercepciones_local,Errores_local,PSxG-GA/90_visitante,PSxG-GA/90_local
1625,Mallorca,Sevilla,1,1,2021-2022,20.63,2.5,20.03,1.55,482.3,2882.1,0.91,2.95,42.0,290.7,2158.1,0.74,1.68,29.7,7.95,43.5,8.05,3.26,7.11,0.47,8.74,45.0,7.97,3.13,9.05,0.24,0.03,-0.14
1626,Real Madrid,Osasuna,0,0,2021-2022,18.97,1.63,31.45,3.66,313.3,2533.6,0.73,3.26,34.9,562.4,2964.6,1.45,1.5,54.7,8.71,42.0,9.13,3.03,9.68,0.13,9.08,42.0,7.66,3.0,8.79,0.45,0.0,0.16
1627,Rayo Vallecano,Barcelona,1,0,2021-2022,24.79,3.24,22.68,1.66,565.5,3024.3,1.44,2.61,54.7,335.4,2448.9,0.94,2.87,34.5,8.71,49.5,6.55,2.24,8.55,0.45,9.45,40.7,10.7,2.5,9.61,0.24,-0.1,0.02
1628,Celta Vigo,Real Sociedad,0,2,2021-2022,20.34,1.82,18.45,1.84,405.3,2583.8,0.92,1.82,38.5,421.2,2520.9,0.83,2.21,38.1,8.92,47.6,7.53,2.76,9.16,0.16,10.8,37.5,12.5,2.39,9.89,0.29,-0.04,0.06
1629,Granada,Getafe,1,1,2021-2022,18.42,1.39,18.47,1.79,270.5,2171.3,0.52,1.92,24.1,278.5,2153.1,0.68,2.16,27.6,9.47,41.8,9.11,2.53,10.6,0.21,9.03,43.4,9.42,3.42,8.58,0.21,0.02,0.03
1630,Levante,Atletico de Madrid,2,2,2021-2022,21.79,2.92,18.95,2.08,396.7,2334.7,1.04,1.74,38.5,331.2,2340.5,0.68,1.66,35.3,9.11,47.3,8.58,2.58,9.61,0.37,8.03,38.8,9.84,2.89,9.92,0.32,-0.2,-0.27
1631,Barcelona,Alaves,1,1,2021-2022,16.53,1.26,24.79,3.24,254.6,2256.3,0.6,2.21,25.9,565.5,3024.3,1.44,2.61,54.7,8.53,41.1,9.87,2.79,9.89,0.18,8.71,49.5,6.55,2.24,8.55,0.45,-0.17,-0.1
1632,Sevilla,Osasuna,2,0,2021-2022,18.97,1.63,20.63,2.5,313.3,2533.6,0.73,3.26,34.9,482.3,2882.1,0.91,2.95,42.0,8.71,42.0,9.13,3.03,9.68,0.13,7.95,43.5,8.05,3.26,7.11,0.47,0.0,0.03
1633,Valencia,Villarreal,2,0,2021-2022,21.05,2.95,18.89,2.18,438.9,2715.9,1.31,1.74,44.7,253.3,2045.3,0.72,1.97,31.6,8.21,48.1,6.5,2.87,8.66,0.42,9.58,42.7,9.39,2.45,8.92,0.21,0.03,0.11
1634,Elche,Real Madrid,1,2,2021-2022,31.45,3.66,15.58,1.79,562.4,2964.6,1.45,1.5,54.7,340.7,2449.9,0.65,2.05,29.0,9.08,42.0,7.66,3.0,8.79,0.45,8.55,43.1,9.32,3.32,8.03,0.37,0.16,0.07
1635,Atletico de Madrid,Betis,3,0,2021-2022,23.74,2.47,21.79,2.92,413.2,2616.3,0.92,1.34,39.9,396.7,2334.7,1.04,1.74,38.5,10.3,46.6,9.76,2.95,9.5,0.29,9.11,47.3,8.58,2.58,9.61,0.37,0.03,-0.2
1636,Getafe,Espanyol,2,1,2021-2022,18.97,1.76,18.42,1.39,351.6,2331.6,0.65,1.55,31.9,270.5,2171.3,0.52,1.92,24.1,8.89,42.6,9.76,3.0,8.58,0.53,9.47,41.8,9.11,2.53,10.6,0.21,0.07,0.02
1637,Cadiz,Mallorca,1,1,2021-2022,20.03,1.55,18.08,1.45,290.7,2158.1,0.74,1.68,29.7,266.7,2049.0,0.76,3.16,28.4,8.74,45.0,7.97,3.13,9.05,0.24,10.0,42.3,10.8,2.79,10.9,0.13,-0.14,0.05
1638,Real Sociedad,Athletic Club,1,1,2021-2022,21.61,1.89,20.34,1.82,340.7,2407.2,0.95,2.16,41.4,405.3,2583.8,0.92,1.82,38.5,7.68,38.5,9.42,3.37,8.92,0.21,8.92,47.6,7.53,2.76,9.16,0.16,0.05,-0.04
1639,Levante,Granada,0,3,2021-2022,18.47,1.79,18.95,2.08,278.5,2153.1,0.68,2.16,27.6,331.2,2340.5,0.68,1.66,35.3,9.03,43.4,9.42,3.42,8.58,0.21,8.03,38.8,9.84,2.89,9.92,0.32,0.03,-0.27
1640,Rayo Vallecano,Celta Vigo,0,0,2021-2022,18.45,1.84,22.68,1.66,421.2,2520.9,0.83,2.21,38.1,335.4,2448.9,0.94,2.87,34.5,10.8,37.5,12.5,2.39,9.89,0.29,9.45,40.7,10.7,2.5,9.61,0.24,0.06,0.02
1641,Athletic Club,Cadiz,0,1,2021-2022,18.08,1.45,21.61,1.89,266.7,2049.0,0.76,3.16,28.4,340.7,2407.2,0.95,2.16,41.4,10.0,42.3,10.8,2.79,10.9,0.13,7.68,38.5,9.42,3.37,8.92,0.21,0.05,0.05
1642,Alaves,Levante,2,1,2021-2022,18.95,2.08,16.53,1.26,331.2,2340.5,0.68,1.66,35.3,254.6,2256.3,0.6,2.21,25.9,8.03,38.8,9.84,2.89,9.92,0.32,8.53,41.1,9.87,2.79,9.89,0.18,-0.27,-0.17
1643,Celta Vigo,Barcelona,3,3,2021-2022,24.79,3.24,18.45,1.84,565.5,3024.3,1.44,2.61,54.7,421.2,2520.9,0.83,2.21,38.1,8.71,49.5,6.55,2.24,8.55,0.45,10.8,37.5,12.5,2.39,9.89,0.29,-0.1,0.06
1644,Espanyol,Granada,2,0,2021-2022,18.47,1.79,18.97,1.76,278.5,2153.1,0.68,2.16,27.6,351.6,2331.6,0.65,1.55,31.9,9.03,43.4,9.42,3.42,8.58,0.21,8.89,42.6,9.76,3.0,8.58,0.53,0.03,0.07
1645,Real Madrid,Rayo Vallecano,2,1,2021-2022,22.68,1.66,31.45,3.66,335.4,2448.9,0.94,2.87,34.5,562.4,2964.6,1.45,1.5,54.7,9.45,40.7,10.7,2.5,9.61,0.24,9.08,42.0,7.66,3.0,8.79,0.45,0.02,0.16
1646,Betis,Sevilla,0,2,2021-2022,20.63,2.5,23.74,2.47,482.3,2882.1,0.91,2.95,42.0,413.2,2616.3,0.92,1.34,39.9,7.95,43.5,8.05,3.26,7.11,0.47,10.3,46.6,9.76,2.95,9.5,0.29,0.03,0.03
1647,Mallorca,Elche,2,2,2021-2022,15.58,1.79,20.03,1.55,340.7,2449.9,0.65,2.05,29.0,290.7,2158.1,0.74,1.68,29.7,8.55,43.1,9.32,3.32,8.03,0.37,8.74,45.0,7.97,3.13,9.05,0.24,0.07,-0.14
1648,Osasuna,Real Sociedad,0,2,2021-2022,20.34,1.82,18.97,1.63,405.3,2583.8,0.92,1.82,38.5,313.3,2533.6,0.73,3.26,34.9,8.92,47.6,7.53,2.76,9.16,0.16,8.71,42.0,9.13,3.03,9.68,0.13,-0.04,0.0
1649,Valencia,Atletico de Madrid,3,3,2021-2022,21.79,2.92,18.89,2.18,396.7,2334.7,1.04,1.74,38.5,253.3,2045.3,0.72,1.97,31.6,9.11,47.3,8.58,2.58,9.61,0.37,9.58,42.7,9.39,2.45,8.92,0.21,-0.2,0.11
1650,Villarreal,Getafe,1,0,2021-2022,18.42,1.39,21.05,2.95,270.5,2171.3,0.52,1.92,24.1,438.9,2715.9,1.31,1.74,44.7,9.47,41.8,9.11,2.53,10.6,0.21,8.21,48.1,6.5,2.87,8.66,0.42,0.02,0.03
1651,Levante,Athletic Club,0,0,2021-2022,21.61,1.89,18.95,2.08,340.7,2407.2,0.95,2.16,41.4,331.2,2340.5,0.68,1.66,35.3,7.68,38.5,9.42,3.37,8.92,0.21,8.03,38.8,9.84,2.89,9.92,0.32,0.05,-0.27
1652,Atletico de Madrid,Osasuna,1,0,2021-2022,18.97,1.63,21.79,2.92,313.3,2533.6,0.73,3.26,34.9,396.7,2334.7,1.04,1.74,38.5,8.71,42.0,9.13,3.03,9.68,0.13,9.11,47.3,8.58,2.58,9.61,0.37,0.0,-0.2
1653,Barcelona,Espanyol,1,0,2021-2022,18.97,1.76,24.79,3.24,351.6,2331.6,0.65,1.55,31.9,565.5,3024.3,1.44,2.61,54.7,8.89,42.6,9.76,3.0,8.58,0.53,8.71,49.5,6.55,2.24,8.55,0.45,0.07,-0.1
1654,Celta Vigo,Villarreal,1,1,2021-2022,21.05,2.95,18.45,1.84,438.9,2715.9,1.31,1.74,44.7,421.2,2520.9,0.83,2.21,38.1,8.21,48.1,6.5,2.87,8.66,0.42,10.8,37.5,12.5,2.39,9.89,0.29,0.03,0.06
1655,Sevilla,Alaves,2,2,2021-2022,16.53,1.26,20.63,2.5,254.6,2256.3,0.6,2.21,25.9,482.3,2882.1,0.91,2.95,42.0,8.53,41.1,9.87,2.79,9.89,0.18,7.95,43.5,8.05,3.26,7.11,0.47,-0.17,0.03
1656,Getafe,Cadiz,4,0,2021-2022,18.08,1.45,18.42,1.39,266.7,2049.0,0.76,3.16,28.4,270.5,2171.3,0.52,1.92,24.1,10.0,42.3,10.8,2.79,10.9,0.13,9.47,41.8,9.11,2.53,10.6,0.21,0.05,0.02
1657,Granada,Real Madrid,1,4,2021-2022,31.45,3.66,18.47,1.79,562.4,2964.6,1.45,1.5,54.7,278.5,2153.1,0.68,2.16,27.6,9.08,42.0,7.66,3.0,8.79,0.45,9.03,43.4,9.42,3.42,8.58,0.21,0.16,0.03
1658,Real Sociedad,Valencia,0,0,2021-2022,18.89,2.18,20.34,1.82,253.3,2045.3,0.72,1.97,31.6,405.3,2583.8,0.92,1.82,38.5,9.58,42.7,9.39,2.45,8.92,0.21,8.92,47.6,7.53,2.76,9.16,0.16,0.11,-0.04
1659,Elche,Betis,0,3,2021-2022,23.74,2.47,15.58,1.79,413.2,2616.3,0.92,1.34,39.9,340.7,2449.9,0.65,2.05,29.0,10.3,46.6,9.76,2.95,9.5,0.29,8.55,43.1,9.32,3.32,8.03,0.37,0.03,0.07
1660,Rayo Vallecano,Mallorca,3,1,2021-2022,20.03,1.55,22.68,1.66,290.7,2158.1,0.74,1.68,29.7,335.4,2448.9,0.94,2.87,34.5,8.74,45.0,7.97,3.13,9.05,0.24,9.45,40.7,10.7,2.5,9.61,0.24,-0.14,0.02
1661,Athletic Club,Granada,2,2,2021-2022,18.47,1.79,21.61,1.89,278.5,2153.1,0.68,2.16,27.6,340.7,2407.2,0.95,2.16,41.4,9.03,43.4,9.42,3.42,8.58,0.21,7.68,38.5,9.42,3.37,8.92,0.21,0.03,0.05
1662,Alaves,Celta Vigo,1,2,2021-2022,18.45,1.84,16.53,1.26,421.2,2520.9,0.83,2.21,38.1,254.6,2256.3,0.6,2.21,25.9,10.8,37.5,12.5,2.39,9.89,0.29,8.53,41.1,9.87,2.79,9.89,0.18,0.06,-0.17
1663,Mallorca,Getafe,0,0,2021-2022,18.42,1.39,20.03,1.55,270.5,2171.3,0.52,1.92,24.1,290.7,2158.1,0.74,1.68,29.7,9.47,41.8,9.11,2.53,10.6,0.21,8.74,45.0,7.97,3.13,9.05,0.24,0.02,-0.14
1664,Valencia,Rayo Vallecano,1,1,2021-2022,22.68,1.66,18.89,2.18,335.4,2448.9,0.94,2.87,34.5,253.3,2045.3,0.72,1.97,31.6,9.45,40.7,10.7,2.5,9.61,0.24,9.58,42.7,9.39,2.45,8.92,0.21,0.02,0.11
1665,Villarreal,Barcelona,1,3,2021-2022,24.79,3.24,21.05,2.95,565.5,3024.3,1.44,2.61,54.7,438.9,2715.9,1.31,1.74,44.7,8.71,49.5,6.55,2.24,8.55,0.45,8.21,48.1,6.5,2.87,8.66,0.42,-0.1,0.03
1666,Betis,Levante,3,1,2021-2022,18.95,2.08,23.74,2.47,331.2,2340.5,0.68,1.66,35.3,413.2,2616.3,0.92,1.34,39.9,8.03,38.8,9.84,2.89,9.92,0.32,10.3,46.6,9.76,2.95,9.5,0.29,-0.27,0.03
1667,Cadiz,Atletico de Madrid,1,4,2021-2022,21.79,2.92,18.08,1.45,396.7,2334.7,1.04,1.74,38.5,266.7,2049.0,0.76,3.16,28.4,9.11,47.3,8.58,2.58,9.61,0.37,10.0,42.3,10.8,2.79,10.9,0.13,-0.2,0.05
1668,Espanyol,Real Sociedad,1,0,2021-2022,20.34,1.82,18.97,1.76,405.3,2583.8,0.92,1.82,38.5,351.6,2331.6,0.65,1.55,31.9,8.92,47.6,7.53,2.76,9.16,0.16,8.89,42.6,9.76,3.0,8.58,0.53,-0.04,0.07
1669,Real Madrid,Sevilla,2,1,2021-2022,20.63,2.5,31.45,3.66,482.3,2882.1,0.91,2.95,42.0,562.4,2964.6,1.45,1.5,54.7,7.95,43.5,8.05,3.26,7.11,0.47,9.08,42.0,7.66,3.0,8.79,0.45,0.03,0.16
1670,Osasuna,Elche,1,1,2021-2022,15.58,1.79,18.97,1.63,340.7,2449.9,0.65,2.05,29.0,313.3,2533.6,0.73,3.26,34.9,8.55,43.1,9.32,3.32,8.03,0.37,8.71,42.0,9.13,3.03,9.68,0.13,0.07,0.0
1671,Granada,Alaves,2,1,2021-2022,16.53,1.26,18.47,1.79,254.6,2256.3,0.6,2.21,25.9,278.5,2153.1,0.68,2.16,27.6,8.53,41.1,9.87,2.79,9.89,0.18,9.03,43.4,9.42,3.42,8.58,0.21,-0.17,0.03
1672,Atletico de Madrid,Mallorca,1,2,2021-2022,20.03,1.55,21.79,2.92,290.7,2158.1,0.74,1.68,29.7,396.7,2334.7,1.04,1.74,38.5,8.74,45.0,7.97,3.13,9.05,0.24,9.11,47.3,8.58,2.58,9.61,0.37,-0.14,-0.2
1673,Barcelona,Betis,0,1,2021-2022,23.74,2.47,24.79,3.24,413.2,2616.3,0.92,1.34,39.9,565.5,3024.3,1.44,2.61,54.7,10.3,46.6,9.76,2.95,9.5,0.29,8.71,49.5,6.55,2.24,8.55,0.45,0.03,-0.1
1674,Real Sociedad,Real Madrid,0,2,2021-2022,31.45,3.66,20.34,1.82,562.4,2964.6,1.45,1.5,54.7,405.3,2583.8,0.92,1.82,38.5,9.08,42.0,7.66,3.0,8.79,0.45,8.92,47.6,7.53,2.76,9.16,0.16,0.16,-0.04
1675,Sevilla,Villarreal,1,0,2021-2022,21.05,2.95,20.63,2.5,438.9,2715.9,1.31,1.74,44.7,482.3,2882.1,0.91,2.95,42.0,8.21,48.1,6.5,2.87,8.66,0.42,7.95,43.5,8.05,3.26,7.11,0.47,0.03,0.03
1676,Celta Vigo,Valencia,1,2,2021-2022,18.89,2.18,18.45,1.84,253.3,2045.3,0.72,1.97,31.6,421.2,2520.9,0.83,2.21,38.1,9.58,42.7,9.39,2.45,8.92,0.21,10.8,37.5,12.5,2.39,9.89,0.29,0.11,0.06
1677,Levante,Osasuna,0,0,2021-2022,18.97,1.63,18.95,2.08,313.3,2533.6,0.73,3.26,34.9,331.2,2340.5,0.68,1.66,35.3,8.71,42.0,9.13,3.03,9.68,0.13,8.03,38.8,9.84,2.89,9.92,0.32,0.0,-0.27
1678,Rayo Vallecano,Espanyol,1,0,2021-2022,18.97,1.76,22.68,1.66,351.6,2331.6,0.65,1.55,31.9,335.4,2448.9,0.94,2.87,34.5,8.89,42.6,9.76,3.0,8.58,0.53,9.45,40.7,10.7,2.5,9.61,0.24,0.07,0.02
1679,Elche,Cadiz,3,1,2021-2022,18.08,1.45,15.58,1.79,266.7,2049.0,0.76,3.16,28.4,340.7,2449.9,0.65,2.05,29.0,10.0,42.3,10.8,2.79,10.9,0.13,8.55,43.1,9.32,3.32,8.03,0.37,0.05,0.07
1680,Getafe,Athletic Club,0,0,2021-2022,21.61,1.89,18.42,1.39,340.7,2407.2,0.95,2.16,41.4,270.5,2171.3,0.52,1.92,24.1,7.68,38.5,9.42,3.37,8.92,0.21,9.47,41.8,9.11,2.53,10.6,0.21,0.05,0.02
1681,Mallorca,Celta Vigo,0,0,2021-2022,18.45,1.84,20.03,1.55,421.2,2520.9,0.83,2.21,38.1,290.7,2158.1,0.74,1.68,29.7,10.8,37.5,12.5,2.39,9.89,0.29,8.74,45.0,7.97,3.13,9.05,0.24,0.06,-0.14
1682,Alaves,Getafe,1,1,2021-2022,18.42,1.39,16.53,1.26,270.5,2171.3,0.52,1.92,24.1,254.6,2256.3,0.6,2.21,25.9,9.47,41.8,9.11,2.53,10.6,0.21,8.53,41.1,9.87,2.79,9.89,0.18,0.02,-0.17
1683,Athletic Club,Sevilla,0,1,2021-2022,20.63,2.5,21.61,1.89,482.3,2882.1,0.91,2.95,42.0,340.7,2407.2,0.95,2.16,41.4,7.95,43.5,8.05,3.26,7.11,0.47,7.68,38.5,9.42,3.37,8.92,0.21,0.03,0.05
1684,Espanyol,Levante,4,3,2021-2022,18.95,2.08,18.97,1.76,331.2,2340.5,0.68,1.66,35.3,351.6,2331.6,0.65,1.55,31.9,8.03,38.8,9.84,2.89,9.92,0.32,8.89,42.6,9.76,3.0,8.58,0.53,-0.27,0.07
1685,Valencia,Elche,2,1,2021-2022,15.58,1.79,18.89,2.18,340.7,2449.9,0.65,2.05,29.0,253.3,2045.3,0.72,1.97,31.6,8.55,43.1,9.32,3.32,8.03,0.37,9.58,42.7,9.39,2.45,8.92,0.21,0.07,0.11
1686,Betis,Real Sociedad,4,0,2021-2022,20.34,1.82,23.74,2.47,405.3,2583.8,0.92,1.82,38.5,413.2,2616.3,0.92,1.34,39.9,8.92,47.6,7.53,2.76,9.16,0.16,10.3,46.6,9.76,2.95,9.5,0.29,-0.04,0.03
1687,Osasuna,Barcelona,2,2,2021-2022,24.79,3.24,18.97,1.63,565.5,3024.3,1.44,2.61,54.7,313.3,2533.6,0.73,3.26,34.9,8.71,49.5,6.55,2.24,8.55,0.45,8.71,42.0,9.13,3.03,9.68,0.13,-0.1,0.0
1688,Real Madrid,Atletico de Madrid,2,0,2021-2022,21.79,2.92,31.45,3.66,396.7,2334.7,1.04,1.74,38.5,562.4,2964.6,1.45,1.5,54.7,9.11,47.3,8.58,2.58,9.61,0.37,9.08,42.0,7.66,3.0,8.79,0.45,-0.2,0.16
1689,Villarreal,Rayo Vallecano,2,0,2021-2022,22.68,1.66,21.05,2.95,335.4,2448.9,0.94,2.87,34.5,438.9,2715.9,1.31,1.74,44.7,9.45,40.7,10.7,2.5,9.61,0.24,8.21,48.1,6.5,2.87,8.66,0.42,0.02,0.03
1690,Cadiz,Granada,1,1,2021-2022,18.47,1.79,18.08,1.45,278.5,2153.1,0.68,2.16,27.6,266.7,2049.0,0.76,3.16,28.4,9.03,43.4,9.42,3.42,8.58,0.21,10.0,42.3,10.8,2.79,10.9,0.13,0.03,0.05
1691,Celta Vigo,Espanyol,3,1,2021-2022,18.97,1.76,18.45,1.84,351.6,2331.6,0.65,1.55,31.9,421.2,2520.9,0.83,2.21,38.1,8.89,42.6,9.76,3.0,8.58,0.53,10.8,37.5,12.5,2.39,9.89,0.29,0.07,0.06
1692,Barcelona,Elche,3,2,2021-2022,15.58,1.79,24.79,3.24,340.7,2449.9,0.65,2.05,29.0,565.5,3024.3,1.44,2.61,54.7,8.55,43.1,9.32,3.32,8.03,0.37,8.71,49.5,6.55,2.24,8.55,0.45,0.07,-0.1
1693,Real Sociedad,Villarreal,1,3,2021-2022,21.05,2.95,20.34,1.82,438.9,2715.9,1.31,1.74,44.7,405.3,2583.8,0.92,1.82,38.5,8.21,48.1,6.5,2.87,8.66,0.42,8.92,47.6,7.53,2.76,9.16,0.16,0.03,-0.04
1694,Sevilla,Atletico de Madrid,2,1,2021-2022,21.79,2.92,20.63,2.5,396.7,2334.7,1.04,1.74,38.5,482.3,2882.1,0.91,2.95,42.0,9.11,47.3,8.58,2.58,9.61,0.37,7.95,43.5,8.05,3.26,7.11,0.47,-0.2,0.03
1695,Rayo Vallecano,Alaves,2,0,2021-2022,16.53,1.26,22.68,1.66,254.6,2256.3,0.6,2.21,25.9,335.4,2448.9,0.94,2.87,34.5,8.53,41.1,9.87,2.79,9.89,0.18,9.45,40.7,10.7,2.5,9.61,0.24,-0.17,0.02
1696,Athletic Club,Betis,3,2,2021-2022,23.74,2.47,21.61,1.89,413.2,2616.3,0.92,1.34,39.9,340.7,2407.2,0.95,2.16,41.4,10.3,46.6,9.76,2.95,9.5,0.29,7.68,38.5,9.42,3.37,8.92,0.21,0.03,0.05
1697,Getafe,Osasuna,1,0,2021-2022,18.97,1.63,18.42,1.39,313.3,2533.6,0.73,3.26,34.9,270.5,2171.3,0.52,1.92,24.1,8.71,42.0,9.13,3.03,9.68,0.13,9.47,41.8,9.11,2.53,10.6,0.21,0.0,0.02
1698,Granada,Mallorca,4,1,2021-2022,20.03,1.55,18.47,1.79,290.7,2158.1,0.74,1.68,29.7,278.5,2153.1,0.68,2.16,27.6,8.74,45.0,7.97,3.13,9.05,0.24,9.03,43.4,9.42,3.42,8.58,0.21,-0.14,0.03
1699,Real Madrid,Cadiz,0,0,2021-2022,18.08,1.45,31.45,3.66,266.7,2049.0,0.76,3.16,28.4,562.4,2964.6,1.45,1.5,54.7,10.0,42.3,10.8,2.79,10.9,0.13,9.08,42.0,7.66,3.0,8.79,0.45,0.05,0.16
1700,Levante,Valencia,3,4,2021-2022,18.89,2.18,18.95,2.08,253.3,2045.3,0.72,1.97,31.6,331.2,2340.5,0.68,1.66,35.3,9.58,42.7,9.39,2.45,8.92,0.21,8.03,38.8,9.84,2.89,9.92,0.32,0.11,-0.27
1701,Athletic Club,Real Madrid,1,2,2021-2022,31.45,3.66,21.61,1.89,562.4,2964.6,1.45,1.5,54.7,340.7,2407.2,0.95,2.16,41.4,9.08,42.0,7.66,3.0,8.79,0.45,7.68,38.5,9.42,3.37,8.92,0.21,0.16,0.05
1702,Elche,Villarreal,1,0,2021-2022,21.05,2.95,15.58,1.79,438.9,2715.9,1.31,1.74,44.7,340.7,2449.9,0.65,2.05,29.0,8.21,48.1,6.5,2.87,8.66,0.42,8.55,43.1,9.32,3.32,8.03,0.37,0.03,0.07
1703,Betis,Alaves,4,0,2021-2022,16.53,1.26,23.74,2.47,254.6,2256.3,0.6,2.21,25.9,413.2,2616.3,0.92,1.34,39.9,8.53,41.1,9.87,2.79,9.89,0.18,10.3,46.6,9.76,2.95,9.5,0.29,-0.17,0.03
1704,Cadiz,Espanyol,2,2,2021-2022,18.97,1.76,18.08,1.45,351.6,2331.6,0.65,1.55,31.9,266.7,2049.0,0.76,3.16,28.4,8.89,42.6,9.76,3.0,8.58,0.53,10.0,42.3,10.8,2.79,10.9,0.13,0.07,0.05
1705,Celta Vigo,Osasuna,2,0,2021-2022,18.97,1.63,18.45,1.84,313.3,2533.6,0.73,3.26,34.9,421.2,2520.9,0.83,2.21,38.1,8.71,42.0,9.13,3.03,9.68,0.13,10.8,37.5,12.5,2.39,9.89,0.29,0.0,0.06
1706,Valencia,Sevilla,1,1,2021-2022,20.63,2.5,18.89,2.18,482.3,2882.1,0.91,2.95,42.0,253.3,2045.3,0.72,1.97,31.6,7.95,43.5,8.05,3.26,7.11,0.47,9.58,42.7,9.39,2.45,8.92,0.21,0.03,0.11
1707,Getafe,Granada,4,2,2021-2022,18.47,1.79,18.42,1.39,278.5,2153.1,0.68,2.16,27.6,270.5,2171.3,0.52,1.92,24.1,9.03,43.4,9.42,3.42,8.58,0.21,9.47,41.8,9.11,2.53,10.6,0.21,0.03,0.02
1708,Atletico de Madrid,Levante,0,1,2021-2022,18.95,2.08,21.79,2.92,331.2,2340.5,0.68,1.66,35.3,396.7,2334.7,1.04,1.74,38.5,8.03,38.8,9.84,2.89,9.92,0.32,9.11,47.3,8.58,2.58,9.61,0.37,-0.27,-0.2
1709,Mallorca,Real Sociedad,0,2,2021-2022,20.34,1.82,20.03,1.55,405.3,2583.8,0.92,1.82,38.5,290.7,2158.1,0.74,1.68,29.7,8.92,47.6,7.53,2.76,9.16,0.16,8.74,45.0,7.97,3.13,9.05,0.24,-0.04,-0.14
1710,Barcelona,Rayo Vallecano,0,1,2021-2022,22.68,1.66,24.79,3.24,335.4,2448.9,0.94,2.87,34.5,565.5,3024.3,1.44,2.61,54.7,9.45,40.7,10.7,2.5,9.61,0.24,8.71,49.5,6.55,2.24,8.55,0.45,0.02,-0.1
1711,Valencia,Espanyol,1,2,2021-2022,18.97,1.76,18.89,2.18,351.6,2331.6,0.65,1.55,31.9,253.3,2045.3,0.72,1.97,31.6,8.89,42.6,9.76,3.0,8.58,0.53,9.58,42.7,9.39,2.45,8.92,0.21,0.07,0.11
1712,Alaves,Real Sociedad,1,1,2021-2022,20.34,1.82,16.53,1.26,405.3,2583.8,0.92,1.82,38.5,254.6,2256.3,0.6,2.21,25.9,8.92,47.6,7.53,2.76,9.16,0.16,8.53,41.1,9.87,2.79,9.89,0.18,-0.04,-0.17
1713,Atletico de Madrid,Rayo Vallecano,2,0,2021-2022,22.68,1.66,21.79,2.92,335.4,2448.9,0.94,2.87,34.5,396.7,2334.7,1.04,1.74,38.5,9.45,40.7,10.7,2.5,9.61,0.24,9.11,47.3,8.58,2.58,9.61,0.37,0.02,-0.2
1714,Betis,Celta Vigo,0,2,2021-2022,18.45,1.84,23.74,2.47,421.2,2520.9,0.83,2.21,38.1,413.2,2616.3,0.92,1.34,39.9,10.8,37.5,12.5,2.39,9.89,0.29,10.3,46.6,9.76,2.95,9.5,0.29,0.06,0.03
1715,Mallorca,Barcelona,0,1,2021-2022,24.79,3.24,20.03,1.55,565.5,3024.3,1.44,2.61,54.7,290.7,2158.1,0.74,1.68,29.7,8.71,49.5,6.55,2.24,8.55,0.45,8.74,45.0,7.97,3.13,9.05,0.24,-0.1,-0.14
1716,Getafe,Real Madrid,1,0,2021-2022,31.45,3.66,18.42,1.39,562.4,2964.6,1.45,1.5,54.7,270.5,2171.3,0.52,1.92,24.1,9.08,42.0,7.66,3.0,8.79,0.45,9.47,41.8,9.11,2.53,10.6,0.21,0.16,0.02
1717,Elche,Granada,0,0,2021-2022,18.47,1.79,15.58,1.79,278.5,2153.1,0.68,2.16,27.6,340.7,2449.9,0.65,2.05,29.0,9.03,43.4,9.42,3.42,8.58,0.21,8.55,43.1,9.32,3.32,8.03,0.37,0.03,0.07
1718,Cadiz,Sevilla,0,1,2021-2022,20.63,2.5,18.08,1.45,482.3,2882.1,0.91,2.95,42.0,266.7,2049.0,0.76,3.16,28.4,7.95,43.5,8.05,3.26,7.11,0.47,10.0,42.3,10.8,2.79,10.9,0.13,0.03,0.05
1719,Osasuna,Athletic Club,1,3,2021-2022,21.61,1.89,18.97,1.63,340.7,2407.2,0.95,2.16,41.4,313.3,2533.6,0.73,3.26,34.9,7.68,38.5,9.42,3.37,8.92,0.21,8.71,42.0,9.13,3.03,9.68,0.13,0.05,0.0
1720,Villarreal,Levante,5,0,2021-2022,18.95,2.08,21.05,2.95,331.2,2340.5,0.68,1.66,35.3,438.9,2715.9,1.31,1.74,44.7,8.03,38.8,9.84,2.89,9.92,0.32,8.21,48.1,6.5,2.87,8.66,0.42,-0.27,0.03
1721,Granada,Barcelona,1,1,2021-2022,24.79,3.24,18.47,1.79,565.5,3024.3,1.44,2.61,54.7,278.5,2153.1,0.68,2.16,27.6,8.71,49.5,6.55,2.24,8.55,0.45,9.03,43.4,9.42,3.42,8.58,0.21,-0.1,0.03
